support,itemsets
0.047323548456723506,frozenset({'ALARM CLOCK BAKELIKE RED '})
0.04225124109648176,frozenset({'ROSES REGENCY TEACUP AND SAUCER '})
0.03728685516943665,frozenset({'GREEN REGENCY TEACUP AND SAUCER'})
0.03345564429095618,frozenset({'IVORY KITCHEN SCALES'})
0.03000215842866393,frozenset({'PINK REGENCY TEACUP AND SAUCER'})
0.025253615368012086,frozenset({'ALARM CLOCK BAKELIKE IVORY'})
0.022447658104899633,frozenset({'RED DINER WALL CLOCK'})
0.016404057845888192,frozenset({'MINT KITCHEN SCALES'})
0.07419598532268508,frozenset({'ASSORTED COLOUR BIRD ORNAMENT'})
0.0528815022663501,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})"
0.039175480250377724,frozenset({'6 RIBBONS RUSTIC CHARM'})
0.03761061946902655,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'})
0.02746600474854306,frozenset({'TRADITIONAL KNITTING NANCY'})
0.022717461687891214,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'})
0.02039715087416361,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'})
0.019695661558385494,frozenset({'ASSORTED COLOUR MINI CASES'})
0.018076840060436004,frozenset({'SCANDINAVIAN REDS RIBBONS'})
0.017753075760846105,frozenset({'SET OF 6 RIBBONS VINTAGE CHRISTMAS'})
0.016835743578674726,frozenset({'SET OF 4 KNICK KNACK TINS DOILY '})
0.014353550615152168,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'})
0.013544139866177423,frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL'})
0.04322253399525146,frozenset({'RABBIT NIGHT LIGHT'})
0.028005611914526225,frozenset({'CHILLI LIGHTS'})
0.021692208072523204,frozenset({'3 STRIPEY MICE FELTCRAFT'})
0.020019425857975393,frozenset({'HAND WARMER RED LOVE HEART'})
0.01732139002805957,frozenset({'RED WOOLLY HOTTIE WHITE HEART.'})
0.01688970429527304,frozenset({'BLACK RECORD COVER FRAME'})
0.016565939995683142,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'})
0.015162961364126915,frozenset({'VINTAGE CHRISTMAS STOCKING '})
0.014569393481545435,frozenset({'SAVE THE PLANET MUG'})
0.014083747032160587,frozenset({'DOORMAT HOME SWEET HOME BLUE '})
0.01327433628318584,frozenset({'ROLL WRAP VINTAGE CHRISTMAS'})
0.028167494064321175,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'})
0.04726958774012519,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'})
0.044679473343406,frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'})
0.02687243686596158,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'})
0.01327433628318584,frozenset({'SET OF 3 CAKE TINS SKETCHBOOK'})
0.010144614720483489,frozenset({'ANTIQUE GLASS DRESSING TABLE POT'})
0.027951651197927908,frozenset({'HOMEMADE JAM SCENTED CANDLES'})
0.024228361752644076,frozenset({'PLASTERS IN TIN STRONGMAN'})
0.020774875890351825,frozenset({'HOT BATHS METAL SIGN'})
0.020720915173753508,frozenset({'NO SINGING METAL SIGN'})
0.02066695445715519,frozenset({'BATHROOM METAL SIGN'})
0.018940211526009065,frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'})
0.018400604360025902,frozenset({'OPEN CLOSED METAL SIGN'})
0.018022879343837686,frozenset({'RIBBON REEL STRIPES DESIGN '})
0.016673861428879777,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
0.01629613641269156,frozenset({'TOILET METAL SIGN'})
0.012410964817612778,frozenset({'MINIATURE ANTIQUE ROSE HOOK IVORY'})
0.01192531836822793,frozenset({'HEART IVORY TRELLIS SMALL'})
0.011439671918843082,frozenset({'HEART FILIGREE DOVE LARGE'})
0.10635657241528168,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'})
0.036639326570256855,frozenset({'RED HANGING HEART T-LIGHT HOLDER'})
0.020019425857975393,frozenset({'POTTERING IN THE SHED METAL SIGN'})
0.018832290092812433,frozenset({'VINTAGE DOILY TRAVEL SEWING KIT'})
0.018346643643427585,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'})
0.018130800777034318,frozenset({'TRADITIONAL MODELLING CLAY'})
0.012464925534211094,frozenset({'TRADITIONAL PICK UP STICKS GAME '})
0.010630261169868337,frozenset({'BAG 250g SWIRLY MARBLES'})
0.010576300453270019,"frozenset({'RECORD FRAME 7"" SINGLE SIZE '})"
0.04635225555795381,frozenset({'REX CASH+CARRY JUMBO SHOPPER'})
0.04376214116123462,frozenset({'WOODEN FRAME ANTIQUE WHITE '})
0.029948197712065618,frozenset({'LOVE BUILDING BLOCK WORD'})
0.023796676019857545,frozenset({'ENAMEL FLOWER JUG CREAM'})
0.020127347291172028,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'})
0.018778329376214115,frozenset({'MEMO BOARD RETROSPOT  DESIGN'})
0.013975825598963954,frozenset({'LANTERN CREAM GAZEBO '})
0.06183898122167062,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '})
0.04440966976041442,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '})
0.04117202676451543,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'})
0.04079430174832722,frozenset({'GARDENERS KNEELING PAD KEEP CALM '})
0.031620979926613425,"frozenset({""JUMBO BAG 50'S CHRISTMAS ""})"
0.03140513706022016,frozenset({'SMALL WHITE HEART OF WICKER'})
0.024983811785020505,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'})
0.02417440103604576,frozenset({'RED KITCHEN SCALES'})
0.02395855816965249,frozenset({'PAPER CHAIN KIT RETROSPOT'})
0.02336499028707101,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'})
0.022717461687891214,frozenset({'RED RETROSPOT CAKE STAND'})
0.020774875890351825,frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'})
0.018238722210230953,frozenset({'DOORMAT WELCOME TO OUR HOME'})
0.01721346859486294,frozenset({'PACK OF 6 BIRDY GIFT TAGS'})
0.01678178286207641,frozenset({'LOVEBIRD HANGING DECORATION WHITE '})
0.014893157781135334,frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'})
0.014623354198143751,"frozenset({""ROLL WRAP 50'S CHRISTMAS""})"
0.014083747032160587,"frozenset({""6 GIFT TAGS 50'S CHRISTMAS ""})"
0.014083747032160587,frozenset({'3 HEARTS HANGING DECORATION RUSTIC'})
0.013867904165767322,frozenset({'RED RETROSPOT ROUND CAKE TINS'})
0.01041441830347507,frozenset({'VINTAGE CHRISTMAS GIFT SACK'})
0.025145693934815454,frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'})
0.017753075760846105,frozenset({'BOX OF 6 MINI VINTAGE CRACKERS'})
0.01721346859486294,frozenset({'SET OF 6 TEA TIME BAKING CASES'})
0.01570256853011008,frozenset({'SET OF 6 SNACK LOAF BAKING CASES'})
0.013652061299374055,frozenset({'CHRISTMAS LIGHTS 10 REINDEER'})
0.012518886250809411,frozenset({'BISCUIT TIN VINTAGE CHRISTMAS'})
0.011007986186056551,frozenset({'RIBBON REEL CHRISTMAS SOCK BAUBLE'})
0.010738182603064968,frozenset({'ROUND CAKE TIN VINTAGE GREEN'})
0.010090654003885171,frozenset({'RIBBON REEL CHRISTMAS PRESENT '})
0.05676667386142888,frozenset({'LUNCH BAG  BLACK SKULL.'})
0.048510684221886466,frozenset({'LUNCH BAG SUKI DESIGN '})
0.04424778761061947,frozenset({'LUNCH BAG WOODLAND'})
0.043977984027627884,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'})
0.028868983380099286,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '})
0.028653140513706023,frozenset({'DOORMAT NEW ENGLAND'})
0.021314483056334987,frozenset({'WOODEN SCHOOL COLOURING SET'})
0.019371897258795595,frozenset({'PINK HAPPY BIRTHDAY BUNTING'})
0.01915605439240233,frozenset({'BLUE HAPPY BIRTHDAY BUNTING'})
0.017591193611051156,frozenset({'SWEETHEART CAKESTAND 3 TIER'})
0.01635009712928988,frozenset({'WOODEN ROUNDERS GARDEN SET '})
0.01494711849773365,frozenset({'CHILDRENS APRON APPLES DESIGN'})
0.014029786315562271,frozenset({'CLASSIC METAL BIRDCAGE PLANT HOLDER'})
0.013867904165767322,frozenset({'PAPER BUNTING WHITE LACE'})
0.013706022015972373,frozenset({'TOILET SIGN OCCUPIED OR VACANT'})
0.012950571983595942,frozenset({'WOODEN CROQUET GARDEN SET'})
0.012518886250809411,frozenset({'PICNIC BASKET WICKER SMALL'})
0.012357004101014462,frozenset({'COFFEE MUG APPLES DESIGN'})
0.011871357651629614,frozenset({'PEG BAG APPLES DESIGN'})
0.011223829052449816,frozenset({'FRENCH WC SIGN BLUE METAL'})
0.01025253615368012,frozenset({'COFFEE MUG PEARS  DESIGN'})
0.03879775523418951,frozenset({'HOT WATER BOTTLE KEEP CALM'})
0.035398230088495575,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'})
0.03259227282538312,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'})
0.025415497517807036,frozenset({'HAND WARMER SCOTTY DOG DESIGN'})
0.020451111590761926,frozenset({'FAWN BLUE HOT WATER BOTTLE'})
0.01947981869199223,frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'})
0.018400604360025902,frozenset({'HAND WARMER RED RETROSPOT'})
0.01554068638031513,frozenset({'SMALL MARSHMALLOWS PINK BOWL'})
0.01537880423052018,frozenset({'REVOLVER WOODEN RULER '})
0.01192531836822793,frozenset({'RED METAL BOX TOP SECRET'})
0.03426505503993093,frozenset({'GARDENERS KNEELING PAD CUP OF TEA '})
0.024390243902439025,frozenset({'CREAM HEART CARD HOLDER'})
0.033509605007554503,frozenset({'JUMBO BAG VINTAGE DOILY '})
0.027573926181739695,frozenset({'LARGE WHITE HEART OF WICKER'})
0.024714008202028924,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '})
0.01721346859486294,frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'})
0.01705158644506799,frozenset({'CHILDRENS CUTLERY SPACEBOY '})
0.016565939995683142,frozenset({'JINGLE BELL HEART DECORATION'})
0.014623354198143751,"frozenset({""BISCUIT TIN 50'S CHRISTMAS""})"
0.014569393481545435,frozenset({'WHITE WICKER STAR '})
0.014407511331750486,frozenset({'IVORY WICKER HEART LARGE'})
0.013867904165767322,frozenset({'RED FLORAL FELTCRAFT SHOULDER BAG'})
0.013759982732570689,frozenset({'FELTCRAFT GIRL AMELIE KIT'})
0.01359810058277574,frozenset({'HAPPY STENCIL CRAFT'})
0.012572846967407727,frozenset({'SET OF 4 KNICK KNACK TINS LONDON '})
0.012410964817612778,frozenset({'PINK FLORAL FELTCRAFT SHOULDER BAG'})
0.012410964817612778,frozenset({'36 PENCILS TUBE RED RETROSPOT'})
0.012357004101014462,frozenset({'CHILDRENS CUTLERY RETROSPOT RED '})
0.011601554068638031,frozenset({'VINTAGE DONKEY TAIL GAME '})
0.010846104036261602,frozenset({'SPACEBOY MINI BACKPACK'})
0.010846104036261602,frozenset({'HOME SWEET HOME CUSHION COVER '})
0.010792143319663286,frozenset({'PACK OF 12 COLOURED PENCILS'})
0.010522339736671703,frozenset({'SET OF 5 PANCAKE DAY MAGNETS'})
0.010090654003885171,frozenset({'BALLOONS  WRITING SET '})
0.016404057845888192,frozenset({'3 HOOK PHOTO SHELF ANTIQUE WHITE'})
0.014299589898553853,frozenset({'SKULL LUNCH BOX WITH CUTLERY '})
0.012572846967407727,frozenset({'FRENCH ENAMEL CANDLEHOLDER'})
0.012141161234621195,frozenset({'PICTURE FRAME WOOD TRIPLE PORTRAIT'})
0.011277789769048132,frozenset({'JAM JAR WITH GREEN LID'})
0.0377725016188215,frozenset({'CHOCOLATE HOT WATER BOTTLE'})
0.0374487373192316,frozenset({'PLEASE ONE PERSON METAL SIGN'})
0.03534426937189726,frozenset({'GIN + TONIC DIET METAL SIGN'})
0.032484351392186486,frozenset({'COOK WITH WINE METAL SIGN '})
0.027250161882149796,frozenset({'HOT WATER BOTTLE I AM SO POORLY'})
0.018940211526009065,frozenset({'METAL SIGN TAKE IT OR LEAVE IT '})
0.017753075760846105,"frozenset({""I'M ON HOLIDAY METAL SIGN""})"
0.01554068638031513,frozenset({'HAND WARMER BABUSHKA DESIGN'})
0.015216922080725233,frozenset({'CHICK GREY HOT WATER BOTTLE'})
0.013328296999784156,frozenset({'AIRLINE BAG VINTAGE TOKYO 78'})
0.010792143319663286,frozenset({'PINK HEART SHAPE EGG FRYING PAN'})
0.08633714655730629,frozenset({'JUMBO BAG RED RETROSPOT'})
0.04699978415713361,frozenset({'JUMBO BAG PINK POLKADOT'})
0.025415497517807036,frozenset({'JUMBO STORAGE BAG SKULLS'})
0.01494711849773365,frozenset({'AGED GLASS SILVER T-LIGHT HOLDER'})
0.03949924454996762,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '})
0.025469458234405353,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})
0.016511979279084828,frozenset({'MULTI COLOUR SILVER T-LIGHT HOLDER'})
0.015594647096913447,frozenset({'PLACE SETTING WHITE HEART'})
0.03167494064321174,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'})
0.03124325491042521,frozenset({'PLASTERS IN TIN SPACEBOY'})
0.026170947550183465,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '})
0.019695661558385494,"frozenset({""BOX OF 6 MINI 50'S CRACKERS""})"
0.016565939995683142,frozenset({'12 PENCILS SMALL TUBE RED RETROSPOT'})
0.014893157781135334,frozenset({'12 PENCIL SMALL TUBE WOODLAND'})
0.01343621843298079,frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'})
0.01327433628318584,frozenset({'HEART FILIGREE DOVE  SMALL'})
0.012464925534211094,frozenset({'SET 12 COLOUR PENCILS SPACEBOY '})
0.041765594647096914,frozenset({'JUMBO STORAGE BAG SUKI'})
0.039876969566155836,frozenset({'RED RETROSPOT CHARLOTTE BAG'})
0.03502050507230736,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'})
0.02654867256637168,frozenset({'JUMBO BAG WOODLAND ANIMALS'})
0.0262788689833801,frozenset({'CHARLOTTE BAG PINK POLKADOT'})
0.022177854521908052,frozenset({'JUMBO BAG OWLS'})
0.02039715087416361,frozenset({'WHITE SKULL HOT WATER BOTTLE '})
0.015486725663716814,frozenset({'SWEETHEART RECIPE BOOK STAND'})
0.012518886250809411,frozenset({'WRAP ALPHABET DESIGN'})
0.011061946902654867,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'})
0.019695661558385494,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'})
0.019102093675804014,frozenset({'REGENCY TEAPOT ROSES '})
0.014677314914742067,frozenset({'REGENCY MILK JUG PINK '})
0.011817396935031298,frozenset({'PARISIENNE KEY CABINET '})
0.015324843513921865,frozenset({'TREASURE TIN GYMKHANA DESIGN'})
0.010090654003885171,frozenset({'TREASURE TIN BUFFALO BILL '})
0.0229872652708828,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'})
0.021260522339736673,frozenset({'TRAVEL SEWING KIT'})
0.018400604360025902,frozenset({'BREAD BIN DINER STYLE IVORY'})
0.013382257716382474,frozenset({'ICE CREAM SUNDAE LIP GLOSS'})
0.012464925534211094,frozenset({'RECIPE BOX BLUE SKETCHBOOK DESIGN'})
0.011547593352039715,frozenset({'TREASURE ISLAND BOOK BOX'})
0.0114936326354414,frozenset({'ICE CREAM PEN LIP GLOSS '})
0.032484351392186486,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'})
0.02250161882149795,frozenset({'FELTCRAFT CUSHION OWL'})
0.01748327217785452,frozenset({'FELTCRAFT CUSHION RABBIT'})
0.05185624865098209,frozenset({'HEART OF WICKER SMALL'})
0.028761061946902654,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'})
0.01764515432764947,frozenset({'SOLDIERS EGG CUP '})
0.01645801856248651,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'})
0.012572846967407727,frozenset({'QUEENS GUARD COFFEE MUG'})
0.025901143967191884,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '})
0.020019425857975393,frozenset({'PARTY METAL SIGN '})
0.01964170084178718,frozenset({'4 TRADITIONAL SPINNING TOPS'})
0.018994172242607382,frozenset({'PAINTED METAL PEARS ASSORTED'})
0.018292682926829267,frozenset({'SET OF 6 SOLDIER SKITTLES'})
0.017914957910641054,frozenset({'CARD BILLBOARD FONT'})
0.01635009712928988,frozenset({'WICKER STAR '})
0.015162961364126915,frozenset({'SET 6 SCHOOL MILK BOTTLES IN CRATE'})
0.014137707748758903,frozenset({'PIGGY BANK RETROSPOT '})
0.014461472048348802,frozenset({'REGENCY SUGAR BOWL GREEN'})
0.01494711849773365,frozenset({'HANGING METAL HEART LANTERN'})
0.028815022663500972,frozenset({'ANTIQUE SILVER T-LIGHT GLASS'})
0.020720915173753508,frozenset({'RED RETROSPOT SHOPPER BAG'})
0.018454565076624217,frozenset({'SMALL GLASS HEART TRINKET POT'})
0.01570256853011008,frozenset({'EDWARDIAN PARASOL BLACK'})
0.04322253399525146,frozenset({'HEART OF WICKER LARGE'})
0.01980358299158213,frozenset({'LADIES & GENTLEMEN METAL SIGN'})
0.018508525793222534,frozenset({'CANDLEHOLDER PINK HANGING HEART'})
0.015756529246708395,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'})
0.01327433628318584,frozenset({'HOME SWEET HOME METAL SIGN '})
0.042628966112669975,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'})
0.04165767321390028,frozenset({'JUMBO BAG VINTAGE LEAF'})
0.03210662637599827,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '})
0.03156701921001511,frozenset({'CHARLOTTE BAG SUKI DESIGN'})
0.028653140513706023,frozenset({'WOODLAND CHARLOTTE BAG'})
0.02654867256637168,frozenset({'STRAWBERRY CHARLOTTE BAG'})
0.024875890351823873,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'})
0.021962011655514785,frozenset({'RECYCLING BAG RETROSPOT '})
0.020774875890351825,frozenset({'RED RETROSPOT PICNIC BAG'})
0.015594647096913447,frozenset({'TOY TIDY PINK POLKADOT'})
0.014839197064537017,frozenset({'WATERING CAN BLUE ELEPHANT'})
0.014461472048348802,frozenset({'CHILDRENS CUTLERY DOLLY GIRL '})
0.010522339736671703,frozenset({'TOY TIDY SPACEBOY  '})
0.02417440103604576,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'})
0.0151090006475286,frozenset({'BINGO SET'})
0.013975825598963954,"frozenset({""CHILDREN'S APRON DOLLY GIRL ""})"
0.036099719404273686,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'})
0.03545219080509389,frozenset({'60 TEATIME FAIRY CAKE CASES'})
0.01327433628318584,frozenset({'JAM JAR WITH PINK LID'})
0.027358083315346428,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'})
0.020559033023958558,frozenset({'SWEETHEART CERAMIC TRINKET BOX'})
0.04672998057414202,frozenset({'SET OF 4 PANTRY JELLY MOULDS'})
0.037988344485214764,frozenset({'SPACEBOY LUNCH BOX '})
0.015270882797323549,frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'})
0.013220375566587525,frozenset({'JUMBO BAG TOYS '})
0.05218001295057199,frozenset({'NATURAL SLATE HEART CHALKBOARD '})
0.03183682279300669,frozenset({'HAND OVER THE CHOCOLATE   SIGN '})
0.028113533347722857,frozenset({'SET OF 3 HEART COOKIE CUTTERS'})
0.027573926181739695,frozenset({'GREY HEART HOT WATER BOTTLE'})
0.02703431901575653,frozenset({'72 SWEETHEART FAIRY CAKE CASES'})
0.024498165335635657,frozenset({'PHOTO FRAME CORNICE'})
0.02401251888625081,frozenset({'CREAM SWEETHEART MINI CHEST'})
0.022231815238506366,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'})
0.020181308007770342,frozenset({'CHOCOLATE THIS WAY METAL SIGN'})
0.014893157781135334,frozenset({'LONDON BUS COFFEE MUG'})
0.014029786315562271,frozenset({'T-LIGHT GLASS FLUTED ANTIQUE'})
0.013490179149579106,frozenset({'ROUND CAKE TIN VINTAGE RED'})
0.012572846967407727,frozenset({'FAMILY PHOTO FRAME CORNICE'})
0.011871357651629614,frozenset({'LARGE HEART MEASURING SPOONS'})
0.010360457586876754,frozenset({' SET 2 TEA TOWELS I LOVE LONDON '})
0.035236347938700625,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'})
0.024336283185840708,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})
0.021098640189941724,frozenset({'VINTAGE UNION JACK BUNTING'})
0.012788689833800992,frozenset({'VICTORIAN SEWING BOX SMALL '})
0.011385711202244766,frozenset({'RED RETROSPOT BUTTER DISH'})
0.011277789769048132,frozenset({'SET 6 PAPER TABLE LANTERN STARS '})
0.010576300453270019,frozenset({'SET OF SALT AND PEPPER TOADSTOOLS'})
0.03728685516943665,frozenset({'HOME BUILDING BLOCK WORD'})
0.03529030865529894,frozenset({'JUMBO BAG STRAWBERRY'})
0.03108137276063026,frozenset({'DOORMAT RED RETROSPOT'})
0.027843729764731276,frozenset({'DOORMAT UNION FLAG'})
0.02719620116555148,frozenset({'LUNCH BOX I LOVE LONDON'})
0.025901143967191884,frozenset({'DOORMAT HEARTS'})
0.021422404489531623,frozenset({'DOORMAT FANCY FONT HOME SWEET HOME'})
0.020612993740556876,frozenset({'PACK OF 12 LONDON TISSUES '})
0.020181308007770342,frozenset({'PAPER CHAIN KIT EMPIRE'})
0.018130800777034318,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'})
0.01748327217785452,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '})
0.016404057845888192,frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'})
0.014137707748758903,frozenset({'MEMO BOARD COTTAGE DESIGN'})
0.013652061299374055,frozenset({'Manual'})
0.01343621843298079,frozenset({'GRAND CHOCOLATECANDLE'})
0.01300453270019426,frozenset({'DOORMAT FAIRY CAKE'})
0.012249082667817828,frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'})
0.011115907619253183,frozenset({'STRAWBERRY   PICNIC BAG'})
0.01025253615368012,frozenset({'ENCHANTED BIRD COATHANGER 5 HOOK'})
0.02368875458666091,frozenset({'PLASTERS IN TIN SKULLS'})
0.02352687243686596,frozenset({'FELTCRAFT BUTTERFLY HEARTS'})
0.018454565076624217,"frozenset({""YOU'RE CONFUSING ME METAL SIGN ""})"
0.011817396935031298,frozenset({'SET/2 RED RETROSPOT TEA TOWELS '})
0.015972372113101662,frozenset({'WOODEN UNION JACK BUNTING'})
