antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'PACK OF 72 SKULL CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.026926397582559897,0.028545219080509387,0.010198575437081804,0.3787575150300601,13.268684817650424,0.009429955519038734,1.563728824770406,0.9502205979220343
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 72 SKULL CAKE CASES'}),0.028545219080509387,0.026926397582559897,0.010198575437081804,0.3572778827977316,13.268684817650424,0.009429955519038734,1.5139880461141937,0.9518040350123892
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.028868983380099286,0.024660047485430606,0.01268076840060436,0.4392523364485982,17.812307000143154,0.011968857899595006,1.7393562486509822,0.9719173053664972
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.024660047485430606,0.028868983380099286,0.01268076840060436,0.5142231947483589,17.812307000143154,0.011968857899595006,1.9991300657445705,0.9677231394014302
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.025091733218217137,0.019371897258795595,0.01327433628318584,0.5290322580645161,27.309264084823436,0.01278826180523743,2.0821555606148863,0.988177474900337
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.019371897258795595,0.025091733218217137,0.01327433628318584,0.6852367688022285,27.30926408482344,0.01278826180523743,3.0972749360589393,0.9824136047446427
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.04737750917332182,0.06183898122167062,0.013058493416792575,0.275626423690205,4.4571630748925655,0.010128716516694,1.2951342366153666,0.8142176473947796
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'JAM MAKING SET WITH JARS'}),0.06183898122167062,0.04737750917332182,0.013058493416792575,0.2111692844677138,4.4571630748925655,0.010128716516694,1.207638688592227,0.8267685693723362
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.022879343837686163,0.046082451974962226,0.01678178286207641,0.7334905660377359,15.916917060668995,0.015727446598457588,3.579301242147045,0.9591177479602557
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.046082451974962226,0.022879343837686163,0.01678178286207641,0.36416861826697894,15.916917060668995,0.015727446598457588,1.5367606636512268,0.982447345857241
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.021962011655514785,0.028545219080509387,0.01025253615368012,0.4668304668304668,16.35406845236713,0.00962562571952475,1.8220373079918557,0.9599352450090745
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.028545219080509387,0.021962011655514785,0.01025253615368012,0.3591682419659735,16.35406845236713,0.00962562571952475,1.526200872667353,0.9664403885902056
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.0555255773796676,0.021962011655514785,0.011439671918843082,0.20602526724975703,9.380983421799748,0.010220218541251633,1.2318250795672891,0.9459243644485742
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.021962011655514785,0.0555255773796676,0.011439671918843082,0.5208845208845209,9.380983421799748,0.010220218541251633,1.9712876410588476,0.9134628497072219
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.01705158644506799,0.018670407943017484,0.013706022015972373,0.8037974683544304,43.05194995244019,0.013387661940967325,5.001615340161397,0.993716694504096
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.018670407943017484,0.01705158644506799,0.013706022015972373,0.7341040462427746,43.05194995244019,0.013387661940967325,3.696740772717462,0.9953559500212589
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.018670407943017484,0.01359810058277574,0.011601554068638031,0.6213872832369942,45.69662354344435,0.011347671983507425,2.6053057801401494,0.9967258228281914
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.01359810058277574,0.018670407943017484,0.011601554068638031,0.8531746031746031,45.69662354344435,0.011347671983507425,6.683650194550258,0.9916004274591624
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.01705158644506799,0.01359810058277574,0.011061946902654867,0.6487341772151899,47.70770544504722,0.010830077715078937,2.8081351370796654,0.9960227942200371
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.01359810058277574,0.01705158644506799,0.011061946902654867,0.8134920634920635,47.70770544504722,0.010830077715078937,5.270276600337082,0.992535624699792
"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.013706022015972373,0.01359810058277574,0.010036693287286855,0.732283464566929,53.85189351331083,0.009850317421323924,3.6845012125290424,0.9950689882778168
"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.011061946902654867,0.018670407943017484,0.010036693287286855,0.9073170731707317,48.596531791907516,0.00983016222597029,10.588029809035868,0.9903779076760241
"frozenset({""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.011601554068638031,0.01705158644506799,0.010036693287286855,0.8651162790697675,50.73523697380042,0.009838868385188344,7.287376169458983,0.9917962102306982
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.01705158644506799,0.011601554068638031,0.010036693287286855,0.5886075949367089,50.73523697380042,0.009838868385188344,2.40256853011008,0.9972952998899703
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.018670407943017484,0.011061946902654867,0.010036693287286855,0.5375722543352601,48.596531791907516,0.00983016222597029,2.138578539823009,0.9980565222686953
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE KITCHEN""})",0.01359810058277574,0.013706022015972373,0.010036693287286855,0.7380952380952381,53.851893513310834,0.009850317421323924,3.7658497341208332,0.9949601185854451
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0555255773796676,0.06950140297863155,0.010630261169868337,0.1914480077745384,2.7545919876380016,0.00677115564078287,1.1508209811718606,0.6744172355079957
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.06950140297863155,0.0555255773796676,0.010630261169868337,0.15295031055900624,2.7545919876380016,0.00677115564078287,1.1150165502612175,0.6845467915272819
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06950140297863155,0.052126052233973666,0.024714008202028924,0.3555900621118013,6.821733986600312,0.021091174440030322,1.470917644244147,0.9171531342083165
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.052126052233973666,0.06950140297863155,0.024714008202028924,0.47412008281573503,6.821733986600312,0.021091174440030322,1.7694126864618935,0.9003409225941141
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05676667386142888,0.052126052233973666,0.022717461687891214,0.400190114068441,7.677353202811956,0.019758439081041426,1.5802906387477964,0.9220908048288645
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.052126052233973666,0.05676667386142888,0.022717461687891214,0.4358178053830228,7.677353202811956,0.019758439081041426,1.6718594367887336,0.9175764128662504
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.053313187999136626,0.052126052233973666,0.021098640189941724,0.39574898785425106,7.592153460574514,0.01831963416753907,1.5686758130533234,0.9171830154770527
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.052126052233973666,0.053313187999136626,0.021098640189941724,0.4047619047619048,7.592153460574515,0.01831963416753907,1.5904338441614507,0.9160343176323246
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG CARS BLUE'}),0.10635657241528168,0.052126052233973666,0.010036693287286855,0.0943683409436834,1.8103872612508705,0.00449274503814148,1.0466440061887046,0.5009067163234261
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.052126052233973666,0.10635657241528168,0.010036693287286855,0.19254658385093168,1.8103872612508705,0.00449274503814148,1.1067430141626127,0.4722484418212603
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.08633714655730629,0.052126052233973666,0.013813943449169004,0.15999999999999998,3.0694824016563143,0.009313528837990618,1.1284213663881264,0.7379222773446729
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.052126052233973666,0.08633714655730629,0.013813943449169004,0.2650103519668737,3.0694824016563147,0.009313528837990618,1.2430962203178058,0.7112888534669247
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.027897690481329594,0.052126052233973666,0.014137707748758903,0.5067698259187621,9.722006639675465,0.012683511277521887,1.921767964686414,0.9228869919681012
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.022717461687891214,0.06950140297863155,0.014137707748758903,0.6223277909738717,8.95417594901226,0.012558812289337152,2.4637730147546923,0.9089697501539489
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.024714008202028924,0.05676667386142888,0.014137707748758903,0.5720524017467249,10.077257708336791,0.012734775705345648,2.2040860376095184,0.9235923223186779
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",0.05676667386142888,0.024714008202028924,0.014137707748758903,0.24904942965779467,10.077257708336791,0.012734775705345648,1.2987352700904626,0.9549775534089121
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.06950140297863155,0.022717461687891214,0.014137707748758903,0.20341614906832298,8.95417594901226,0.012558812289337152,1.226842016906429,0.9546712563812438
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.052126052233973666,0.027897690481329594,0.014137707748758903,0.2712215320910973,9.722006639675463,0.012683511277521887,1.3338790212997664,0.9464766685816546
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.025199654651413772,0.052126052233973666,0.01268076840060436,0.5032119914346895,9.653752200070048,0.01136720988596667,1.9080048862359238,0.9195865992191319
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.021098640189941724,0.06950140297863155,0.01268076840060436,0.6010230179028133,8.647638639576813,0.011214383306462069,2.332211227149712,0.9034224813429552
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.024714008202028924,0.053313187999136626,0.01268076840060436,0.5131004366812227,9.624268514753462,0.011363185835117388,1.9443164120914593,0.9188033121516979
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",0.053313187999136626,0.024714008202028924,0.01268076840060436,0.23785425101214577,9.624268514753462,0.011363185835117388,1.2796581140722383,0.9465601381571926
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.06950140297863155,0.021098640189941724,0.01268076840060436,0.18245341614906835,8.647638639576813,0.011214383306462069,1.1973646262444018,0.9504167962214424
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT'})",0.052126052233973666,0.025199654651413772,0.01268076840060436,0.2432712215320911,9.653752200070047,0.01136720988596667,1.2881766533607857,0.9457094338434259
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.022555579538096265,0.052126052233973666,0.012033239801424563,0.5334928229665072,10.234667696910261,0.010857506484254209,2.0318528726471747,0.9231142475334342
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.021098640189941724,0.05676667386142888,0.012033239801424563,0.5703324808184143,10.046959633580657,0.010835540174842506,2.1952632769058407,0.9198755241391363
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.022717461687891214,0.053313187999136626,0.012033239801424563,0.5296912114014252,9.935463086731996,0.010822099495594836,2.0129047871331487,0.9202563266433973
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.053313187999136626,0.022717461687891214,0.012033239801424563,0.22570850202429152,9.935463086731996,0.010822099495594836,1.2621635919638738,0.9499978529319748
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.05676667386142888,0.021098640189941724,0.012033239801424563,0.21197718631178705,10.046959633580657,0.010835540174842506,1.2422246447770584,0.9546602908128188
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",0.052126052233973666,0.022555579538096265,0.012033239801424563,0.2308488612836439,10.234667696910261,0.010857506484254209,1.2708093003582759,0.9519123010258812
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.052126052233973666,0.050237427153032595,0.023041225987481113,0.44202898550724634,8.7987982378306,0.02042254723560169,1.7021718838036557,0.9350907024187936
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.050237427153032595,0.052126052233973666,0.023041225987481113,0.45864661654135336,8.798798237830601,0.02042254723560169,1.7509338201789097,0.9332312526952177
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06950140297863155,0.050237427153032595,0.028221454780919492,0.40605590062111807,8.082736788733147,0.024729883111746925,1.5990773775514957,0.9417311666141087
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.050237427153032595,0.06950140297863155,0.028221454780919492,0.5617615467239527,8.082736788733147,0.024729883111746925,2.1232700829090536,0.9226300913069535
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05676667386142888,0.050237427153032595,0.025037772501618823,0.44106463878326996,8.77960245535076,0.02218596085878533,1.699235079311241,0.9394278189852442
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.050237427153032595,0.05676667386142888,0.025037772501618823,0.4983888292158969,8.77960245535076,0.02218596085878533,1.8804073375482007,0.9329696196728634
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.053313187999136626,0.050237427153032595,0.01980358299158213,0.37145748987854255,7.394038885530773,0.017125265593179572,1.5110554299078967,0.9134551228767283
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.050237427153032595,0.053313187999136626,0.01980358299158213,0.39419978517722876,7.394038885530773,0.017125265593179572,1.56270464888795,0.9104969419776899
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.10635657241528168,0.050237427153032595,0.010684221886466653,0.1004566210045662,1.9996370574184972,0.005341141327507703,1.0558274286978977,0.5594057231941417
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.050237427153032595,0.10635657241528168,0.010684221886466653,0.21267454350161116,1.9996370574184972,0.005341141327507703,1.13503687732793,0.526351808523276
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.08633714655730629,0.050237427153032595,0.01494711849773365,0.17312499999999997,3.446135875402792,0.010609762386960276,1.1486168681444806,0.7768947951500202
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.050237427153032595,0.08633714655730629,0.01494711849773365,0.2975295381310419,3.4461358754027924,0.010609762386960276,1.3006423800537428,0.7473656423771459
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.024714008202028924,0.050237427153032595,0.015055039930930283,0.6091703056768559,12.125826106126201,0.013813471744221406,2.430118761809559,0.9407818831621335
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.028221454780919492,0.052126052233973666,0.015055039930930283,0.5334608030592735,10.234053418524281,0.013583966904901348,2.03171342082636,0.9284903545837595
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.023041225987481113,0.06950140297863155,0.015055039930930283,0.6533957845433256,9.401188415494495,0.01345364239845264,2.6846141954603,0.9147064267677893
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",0.06950140297863155,0.023041225987481113,0.015055039930930283,0.21661490683229814,9.401188415494495,0.01345364239845264,1.2470990098395682,0.9603780942142672
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",0.052126052233973666,0.028221454780919492,0.015055039930930283,0.28881987577639756,10.234053418524281,0.013583966904901348,1.3664309675132922,0.9519061138391737
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",0.050237427153032595,0.024714008202028924,0.015055039930930283,0.2996777658431794,12.125826106126201,0.013813471744221406,1.3926246293925015,0.9660639597904893
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.022717461687891214,0.050237427153032595,0.014029786315562271,0.6175771971496438,12.293169299223628,0.012888519488915028,2.483540640798592,0.9400086220444015
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.025037772501618823,0.052126052233973666,0.014029786315562271,0.5603448275862069,10.749803669593774,0.01272466607832054,2.1559485870756676,0.9302668551284891
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.023041225987481113,0.05676667386142888,0.014029786315562271,0.6088992974238876,10.72635150176757,0.012721812554563451,2.4117403009650893,0.9281575425403098
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",0.05676667386142888,0.023041225987481113,0.014029786315562271,0.24714828897338403,10.726351501767573,0.012721812554563451,1.297677563461073,0.9613439535293081
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",0.052126052233973666,0.025037772501618823,0.014029786315562271,0.26915113871635615,10.749803669593776,0.01272466607832054,1.3340134727527424,0.9568519605181339
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.050237427153032595,0.022717461687891214,0.014029786315562271,0.27926960257787325,12.293169299223628,0.012888519488915028,1.3559613161975757,0.9672459606753113
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.014137707748758903,0.050237427153032595,0.01041441830347507,0.7366412213740458,14.66319561171194,0.00970417624033593,3.606344841824716,0.9451645013910513
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01661990071228146,0.052126052233973666,0.01041441830347507,0.6266233766233765,12.021308918824445,0.00954808849082323,2.5386537035820522,0.9323092704717802
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.014029786315562271,0.06950140297863155,0.01041441830347507,0.7423076923076922,10.68047061634018,0.009439328471053086,3.6108900779933686,0.9192683048555846
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.015055039930930283,0.05676667386142888,0.01041441830347507,0.6917562724014337,12.185957452607765,0.009559793761745162,3.060024395263504,0.9319691645549643
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",0.027897690481329594,0.023041225987481113,0.01041441830347507,0.3733075435203094,16.20172224008987,0.009771621312565953,1.5589126116187415,0.9652051615018572
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",0.022717461687891214,0.028221454780919492,0.01041441830347507,0.4584323040380048,16.244106039067503,0.009773298485712976,1.7943805593738282,0.9602537375304792
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",0.025037772501618823,0.024714008202028924,0.01041441830347507,0.41594827586206895,16.83046604427044,0.009795634588509529,1.6698623623404374,0.9647388506975951
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",0.024714008202028924,0.025037772501618823,0.01041441830347507,0.42139737991266374,16.83046604427044,0.009795634588509529,1.685029057336825,0.9644185877173923
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.028221454780919492,0.022717461687891214,0.01041441830347507,0.36902485659655826,16.2441060390675,0.009773298485712976,1.5488447501128269,0.9656924560172417
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.023041225987481113,0.027897690481329594,0.01041441830347507,0.4519906323185012,16.20172224008987,0.009771621312565953,1.773879000702873,0.960407124245013
